"id","keyword","keyword_free_punctuation"
"5135991","رَحْل ","رحل "
"5135992","رَحَلَ ","رحل "
"5135994","رَحَلان ","رحلان "
"5135995","رِحْلَة ","رحلة "
"5136005","الرَّحِم ","الرحم "
"5136006","رَحْمَة ","رحمة "
"5136007","رَحيب ","رحيب "
"5136008","رَحِيق ","رحيق "
"5136009","رَحيل ","رحيل "
"5136010","رَحيم ","رحيم "
"5136011","رَخاء ","رخاء "
"5136012","رُخَام ","رخام "
"5136013","رَخاوَة ","رخاوة "
"5136014","رَخْص ","رخص "
"5136015","رَخَّصَ ","رخص "
"5136016","رُخْصَة ","رخصة "
"5136017","رَخَمَ ","رخم "
"5136018","رَخَّمَ (على البيض)","رخم (على البيض)"
"5136021","رَخْو ","رخو "
"5136022","رَخِيص ","رخيص "
"5136023","رَخِيم ","رخيم "
"5136024","رَدَّ ","رد "
"5136029","رَدٌّ ","رد "
"5136030","رَدُّ فِعْل ","رد فعل "
"5136031","رَدًّا على ","ردا على "
"5136032","رِدَاء ","رداء "
"5136041","رَدَاءة ","رداءة "
"5136042","رَدَّدَ ","ردد "
"5136043","رَدَعَ ","ردع "
"5136044","رِدْف ","ردف "
"5136045","رَدَم (حُفْرة، إلخ)","ردم (حفرة، إلخ)"
"5136046","رَدْم ","ردم "
"5136047","رُدْن ","ردن "
"5136048","رَدْهَة ","ردهة "
"5136049","رَدُود (يُمكِنُ استِردادُه)","ردود (يمكن استرداده)"
"5136050","رَدِيء ","رديء "
"5136053","رَذَّ ","رذ "
"5136054","رَذَاذ ","رذاذ "
"5136055","رَذّاذَة ","رذاذة "
"5136056","رَذَّذ ","رذذ "
"5136057","رَذْل ","رذل "
"5136058","رَذِيل ","رذيل "
"5136059","رَذِيلة ","رذيلة "
"5136060","رَزَّ ","رز "
"5136061","رُزّ ","رز "
"5136062","رَزَانَة ","رزانة "
"5136063","رِزَّة ","رزة "
"5136064","رَزَحَ ","رزح "
"5136065","رَزَّزَ ","رزز "
"5136066","رِزْق ","رزق "
"5136068","رَزَمَ ","رزم "
"5136069","رِزْمَة ","رزمة "
"5136071","رَزِين ","رزين "
"5136072","رَسَا ","رسا "
"5136073","الرسائِل (الوارِدة)، البريد","الرسائل (الواردة)، البريد"
"5136074","رُسابة ","رسابة "
"5136075","رُسابيّ ","رسابي "
"5136076","رِسَالَة ","رسالة "
"5136082","رَسّام (فنّي)","رسام (فني)"
"5136084","رَسَبَ ","رسب "
"5136086","رَسَت لمدّةٍ قَصيرة (للسّفن)","رست لمدة قصيرة (للسفن)"
"5136087","رَسَخَ ","رسخ "
"5136088","رَسَّخَ ","رسخ "
"5136089","الرُّسغ ","الرسغ "
"5136090","رَسْم ","رسم "
"5136100","رَسَّمَ ","رسم "
"5136101","رَسَمَ ","رسم "
"5136111","رَسْمَة ","رسمة "
"5136114","رَسْمَلة (تحويلٌ إلى رَأسْمال)","رسملة (تحويل إلى رأسمال)"
"5136115","رسميّ ","رسمي "
"5136116","رَسْمِيًّا ","رسميا "
"5136117","رَسَنٌ ","رسن "
"5136118","رُسُوّ ","رسو "
"5136119","رُسوب ","رسوب "
"5136121","رَسُوب (قابِلٌ لِلتَّرْسيب)","رسوب (قابل للترسيب)"
"5136122","رُسُوبات ","رسوبات "
"5136123","رُسوبيّ ","رسوبي "
"5136124","رُسُوخ ","رسوخ "
"5136125","رَسُول ","رسول "
"5136126","رُسُوم ","رسوم "
"5136128","رَشٌّ (خُرْدُق)","رش (خردق)"
"5136129","رَشَّ ","رش "
"5136131","رَشَا ","رشا "
"5136132","رُشاحَةٌ ","رشاحة "
"5136133","رَشَاش ","رشاش "
"5136134","رَشَّاش ","رشاش "
"5136135","رَشَاقَة ","رشاقة "
"5136136","رَشَّحَ ","رشح "
"5136137","رَشَحَ ","رشح "
"5136138","رَشْحٌ ","رشح "
"5136139","رُشْد ","رشد "
"5136140","رَشَّدَ ","رشد "
"5136141","رَشَّشَ ","رشش "
"5136142","رَشَفَ ","رشف "
"5136143","رَشْفَة ","رشفة "
"5136144","رَشَقَ ","رشق "
"5136145","رَشْوَة ","رشوة "
"5136146","رَشُوح (قابِلٌ لِلتَّرشيح)","رشوح (قابل للترشيح)"
"5136147","رَشِيح ","رشيح "
"5136148","رَشِيد ","رشيد "
"5136149","رَشِيق ","رشيق "
"5136151","رَصٌّ ","رص "
"5136152","رَصَّ ","رص "
"5136153","الرّصاص (مَعْدِن)","الرصاص (معدن)"
"5136154","رَصَاصَة ","رصاصة "
"5136155","رَصَدَ ","رصد "
"5136156","رَصْد ","رصد "
"5136157","رَصَّدَ (الحِساب)","رصد (الحساب)"
"5136158","رَصَّعَ ","رصع "
"5136159","رَصْف ","رصف "
"5136160","رَصَفَ ","رصف "
"5136161","رَصْفَة ","رصفة "
"5136162","الرَّصيد ","الرصيد "
"5136163","رَصيد ","رصيد "
"5136165","رَصِيف (سِكّة حديد)","رصيف (سكة حديد)"
"5136169","رَصِين ","رصين "
"5136170","رَضَّ ","رض "
"5136171","رِضًى ","رضى "
"5136172","رِضاع ","رضاع "
"5136173","رَضّاعة ","رضاعة "
"5136174","رَضَخَ ","رضخ "
"5136175","رَضَعَ ","رضع "
"5136176","رُضُوخ ","رضوخ "
"5136177","رَضِيَ بِـ ","رضي بـ "
"5136178","رَضِيع (طِفْل)","رضيع (طفل)"
"5136179","رَضِيم ","رضيم "
"5136180","رَطانة ","رطانة "
"5136181","رَطْب ","رطب "
"5136183","رَطَّبَ ","رطب "
"5136184","رَطْل إنجليزي ","رطل إنجليزي "
"5136185","رَطَمَ ","رطم "
"5136186","رَطْمَة (مكْتومةُ الصوت)","رطمة (مكتومة الصوت)"
"5136187","رُطُوبَة ","رطوبة "
"5136188","رَعَاع ","رعاع "
"5136189","رِعَايَة ","رعاية "
"5136190","رَعَى ","رعى "
"5136193","رُعْب ","رعب "
"5136194","رَعَدَ ","رعد "
"5136195","رَعْد ","رعد "
"5136196","رَعَدَت (السماء)","رعدت (السماء)"
"5136197","رِعْديد ","رعديد "
"5136198","رَعْشَة ","رعشة "
"5136199","رَغا (كالصابون)","رغا (كالصابون)"
"5136200","رَغَّبَ في ","رغب في "
"5136201","رَغِبَ ","رغب "
"5136204","رَغَبَات ","رغبات "
"5136205","رَغْبَة ","رغبة "
"5136212","رَغْد ","رغد "
"5136213","رَغَد ","رغد "
"5136214","رَغم ذَلك ","رغم ذلك "
"5136215","رَغمًا عنهُ ","رغما عنه "
"5136216","رَغْوَة ","رغوة "
"5136218","رَغيف ","رغيف "
"5136220","رَفَّ ","رف "
"5136221","رَفٌّ ","رف "
"5136223","رَفَّاس السفينة ","رفاس السفينة "
"5136224","رَفّاص ","رفاص "
"5136225","رَفَاه ","رفاه "
"5136226","رَفَاهَة ","رفاهة "
"5136227","رَفْرَفَ ","رفرف "
"5136228","رَفْرَفُ (حافةُ القُبَّعة الأمامِيَّة)","رفرف (حافة القبعة الأمامية)"
"5136230","رَفْس ","رفس "
"5136231","رَفَسَ ","رفس "
"5136232","رَفْشٌ ","رفش "
"5136233","رَفَشَ ","رفش "
"5136234","رَفْض ","رفض "
"5136235","رَفَضَ ","رفض "
"5136237","رَفْعٌ ","رفع "
"5136239","رَفَّعَ ","رفع "
"5136240","رَفَعَ ","رفع "
"5136248","رُفْقَة ","رفقة "
"5136249","رَفَّه عن ","رفه عن "
"5136250","رَفِيع (للموّاد)","رفيع (للمواد)"
"5136252","رَفِيق (اسم)","رفيق (اسم)"
"5136256","الرِّق (آلة إيقاع)","الرق (آلة إيقاع)"
"5136257","رَقّ (جِلْدٌ مَصْقول للكتابة)","رق (جلد مصقول للكتابة)"
"5136259","رَقَّ (لاَنَ)","رق (لان)"
"5136260","رِقّ ","رق "
"5136262","رَقَابَة ","رقابة "
"5136263","رُقَاد ","رقاد "
"5136264","رَقّاص ","رقاص "
"5136265","رُقاقَة ","رقاقة "
"5136268","رَقَبَة ","رقبة "
"5136269","رَقَبيّ ","رقبي "
"5136270","رِقَّة ","رقة "
"5136273","رَقَدَ ","رقد "
"5136274","رَقْص ","رقص "
"5136275","رَقَصَ ","رقص "
"5136277","رَقْصَة ","رقصة "
"5136278","رَقَعَ ","رقع "
"5136279","رُقْعَة ","رقعة "
"5136281","رَقَّق (السائل أو اللَّون)","رقق (السائل أو اللون)"
"5136282","رَقْم ","رقم "
"5136287","رَقَّمَ ","رقم "
"5136288","رَقَّنَ الكِتابَةَ ","رقن الكتابة "
"5136289","رَقَى ","رقى "
"5136290","رَقَّى ","رقى "
"5136292","رَقميّ ","رقمي "
"5136293","رَقِيب (شاويش في الجيش)","رقيب (شاويش في الجيش)"
"5136295","رُقْيَة ","رقية "
"5136296","رَقِيق (صِفَة)","رقيق (صفة)"
"5136302","رِكاب (السَّرْج)","ركاب (السرج)"
"5136303","رُكَام ","ركام "
"5136305","رَكِبَ ","ركب "
"5136310","رَكَّبَ ","ركب "
"5136312","رُكبة ","ركبة "
"5136313","رَكَّزَ (على)","ركز (على)"
"5136314","رَكْض ","ركض "
"5136315","رَكَضَ ","ركض "
"5136317","رَكَعَ ","ركع "
"5136318","رَكْل ","ركل "
"5136319","رَكَلَ ","ركل "
"5136320","رَكْلَة ","ركلة "
"5136321","رَكَمَ ","ركم "
"5136322","رَكْم ","ركم "
"5136323","رَكَنَ (إلى)","ركن (إلى)"
"5136324","رُكْن ","ركن "
"5136326","رُكود ","ركود "
"5136327","رَمّاء ","رماء "
"5136328","رَمَاد ","رماد "
"5136329","رَماديّ ","رمادي "
"5136330","رَمَّال ","رمال "
"5136331","رِمَال ","رمال "
"5136332","رُمَّان (ثمر وشجرة)","رمان (ثمر وشجرة)"
"5136333","رُمَّانة ","رمانة "
"5136334","الرِّمايَة ","الرماية "
"5136335","رُمَّة ","رمة "
"5136336","رَمَثٌ ","رمث "
"5136337","رُمْح ","رمح "
"5136339","رَمْز ","رمز "
"5136340","رَمَزَ إلى ","رمز إلى "
"5136341","رَمْزيّ ","رمزي "
"5136342","رَمَشَ ","رمش "
"5136343","رَمْلٌ ","رمل "
"5136346","رَمْليّ ","رملي "
"5136347","رَمَّمَ ","رمم "
"5136348","رمُوز مورس ","رموز مورس "
"5136349","رَمَى ","رمى "
"5136353","رَمْي ","رمي "
"5136355","رَمْيَة ","رمية "
"5136356","رَنَّ ","رن "
"5136357","الرِّنَّة ","الرنة "
"5136358","رَنَّة ","رنة "
"5136359","رَنين (المعْدن)","رنين (المعدن)"
"5136360","رُهاب (خَوفٌ وَسْواسيّ)","رهاب (خوف وسواسي)"
"5136361","رِهَان ","رهان "
"5136362","رَهَبَ ","رهب "
"5136363","رَهَّبَ ","رهب "
"5136364","رَهْبَة ","رهبة "
"5136365","رَهَصَ ","رهص "
"5136366","رَهَنَ ","رهن "
"5136367","رَهْن ","رهن "
"5136370","رَهْو (سُكونٌ مُناخيّ)","رهو (سكون مناخي)"
"5136371","رَهِيب ","رهيب "
"5136372","رَهِينة ","رهينة "
"5136373","رِوَائِيّ ","روائي "
"5136374","رَوَاج (ازدهار تجاريّ) (كَانَ في حالة)","رواج (ازدهار تجاري) (كان في حالة)"
"5136375","الرواضِع ","الرواضع "
"5136376","رُوَاق ","رواق "
"5136377","رِوَاق ","رواق "
"5136378","رِوَايَة ","رواية "
"5136380","الرُّوبيان ","الروبيان "
"5136381","الرُّوتين ","الروتين "
"5136382","رُوتِين ","روتين "
"5136383","رَوْث ","روث "
"5136384","رَوَّجَ ","روج "
"5136385","الرُّوح ","الروح "
"5136386","رَوَّحَ ","روح "
"5136387","رُوح ","روح "
"5136394","رُوحانيّ (روحيّ)","روحاني (روحي)"
"5136395","رُوحي ","روحي "
"5136396","رُوزْنامة ","روزنامة "
"5136397","رَوَّض ","روض "
"5136399","رَوْضة ","روضة "
"5136401","رَوَّعَ ","روع "
"5136402","رَوْعَة ","روعة "
"5136403","رُوم (شراب كُحُوليّ)","روم (شراب كحولي)"
"5136404","الروماتيزم ","الروماتيزم "
"5136405","رُومَانْسِيّ ","رومانسي "
"5136406","رُومانيّ (نِسبةً إلى رُوما)","روماني (نسبة إلى روما)"
"5136407","رَوْنَق ","رونق "
"5136408","رَؤوب (يُمكِنُ رَأْبُه)","رؤوب (يمكن رأبه)"
"5136409","رُؤوس ","رؤوس "
"5136410","رَوّى ","روى "
"5136411","رَوَى ","روى "
"5136414","رُؤْيَة ","رؤية "
"5136415","رَيّ ","ري "
"5136416","رِياء ","رياء "
"5136417","رِيائيّ ","ريائي "
"5136418","رِيَادَة ","ريادة "
"5136419","رِيَاش ","رياش "
"5136420","رِيَاضَة ","رياضة "
"5136424","رِيَاضِيّ (لاَعب)","رياضي (لاعب)"
"5136427","الرياضيّات (عِلمُ الرياضيّات)","الرياضيات (علم الرياضيات)"
"5136428","رَيَّان ","ريان "
"5136429","الرِّيباص (نَبَات)","الريباص (نبات)"
"5136430","رِيْبَة ","ريبة "
"5136431","رَيْثَما ","ريثما "
"5136432","رِيْح ","ريح "
"5136440","رِيحيّ ","ريحي "
"5136441","رِيْش الطائِر ","ريش الطائر "
"5136442","رِيشَة ","ريشة "
"5136446","رَيْع ","ريع "
"5136447","الرِّيف ","الريف "
"5136448","رِيفِيّ ","ريفي "
"5136449","رِيق ","ريق "
"5136450","رَيَّلَ ","ريل "
"5136451","رِيُوسْتات (مُقاوَمَةٌ مُتغَيِّرة)","ريوستات (مقاومة متغيرة)"
"5136452","رِئم ","رئم "
"5136453","رِيُومِتْر (مِقياسُ انسياب المواد اللزِجة)","ريومتر (مقياس انسياب المواد اللزجة)"
"5136454","رِئَويّ ","رئوي "
"5136455","الرئيسات (أعلى رُتَبِ الحيَوانات الثدييَّة)","الرئيسات (أعلى رتب الحيوانات الثديية)"
"5136456","رَئيسيَّة ","رئيسية "
"5136457","زِئْبَق ","زئبق "
"5136458","زَئِير ","زئير "
"5136459","زَائِد ","زائد "
"5136463","زائِدة ","زائدة "
"5136465","زائِر ","زائر "
"5136466","زائِغ ","زائغ "
"5136467","زائِف ","زائف "
"5136468","زائِل ","زائل "
"5136469","زاحَ ","زاح "
"5136470","زاحِف (حَيَوان)","زاحف (حيوان)"
"5136471","زَاحَمَ ","زاحم "
"5136473","زاخِرٌ بِـ ","زاخر بـ "
"5136474","زادٌ ","زاد "
"5136475","زَادَ ","زاد "
"5136486","زَأَرَ ","زأر "
"5136487","زَارَ ","زار "
"5136491","زاغَ ","زاغ "
"5136492","زَالَ ","زال "
"5136494","زالِق ","زالق "
"5136495","زَامَنَ ","زامن "
"5136496","زَانٍ ","زان "
"5136497","زَانَ بالعَقْلِ أو المَنْطِق ","زان بالعقل أو المنطق "
"5136498","الزَّان (خَشَب)","الزان (خشب)"
"5136499","زَانِيَة ","زانية "
"5136500","زاهٍ ","زاه "
"5136501","زاهِد ","زاهد "
"5136502","زاهِي (اللَّوْن)","زاهي (اللون)"
"5136503","زاوَجَ ","زاوج "
"5136504","زاوَل ","زاول "
"5136505","الزاووق ","الزاووق "
"5136506","زاويّ ","زاوي "
"5136507","زاوِيَّة ","زاوية "
"5136508","زَاوِيَة ","زاوية "
"5136510","زَايَغَ ","زايغ "
"5136511","زَبّال ","زبال "
"5136512","زُبالة ","زبالة "
"5136513","زُبانَى ","زبانى "
"5136514","زَبَدٌ ","زبد "
"5136515","زُبْدٌ ","زبد "
"5136516","زَبَدُ (الأمواج المُتَكَسِّرَةِ على الشاطئ)","زبد (الأمواج المتكسرة على الشاطئ)"
"5136517","زُبْدَة الكلام ","زبدة الكلام "
"5136518","زِبْدِيّة (سُلْطَانِيّة)","زبدية (سلطانية)"
"5136519","زَبَّلَ ","زبل "
"5136520","زِبْل ","زبل "
"5136522","زَبُون ","زبون "
"5136524","زَبِيب ","زبيب "
"5136525","الزُّحَار أو الدّوسِنْطارْيا (مَرَض)","الزحار أو الدوسنطاريا (مرض)"
"5136526","زَجٌّ ","زج "
"5136527","زَجَّ ","زج "
"5136528","زَجّاج ","زجاج "
"5136529","زُجاج ","زجاج "
"5136532","زُجاجة ","زجاجة "
"5136533","زُجاجيّ ","زجاجي "
"5136534","زَجْرٌ ","زجر "
"5136535","زَجَرَ ","زجر "
"5136536","زَجْرِيّ ","زجري "
"5136537","زِحَام ","زحام "
"5136538","زَحْزَحَ ","زحزح "
"5136539","زَحْفٌ ","زحف "
"5136540","زَحَفَ ","زحف "
"5136542","زَحَلَ ","زحل "
"5136543","زُحَل (الكوكَبُ السادِس)","زحل (الكوكب السادس)"
"5136544","زَحْلَفَ (زَحْزَحَ بِدَرَجاتٍ صغيرة)","زحلف (زحزح بدرجات صغيرة)"
"5136545","زَحْلَقَ ","زحلق "
"5136546","زَحْلُوقَة ","زحلوقة "
"5136547","زَحْمَة ","زحمة "
"5136550","زخارِف ","زخارف "
"5136551","زَخَّة ","زخة "
"5136553","زَخَرَ ","زخر "
"5136554","زَخْرَفَ ","زخرف "
"5136555","زُخْرُف ","زخرف "
"5136556","زَخْرَفَة ","زخرفة "
"5136557","زُخْرُفيّ ","زخرفي "
"5136558","زَخْم (كَميَّةُ التحَرُّك)","زخم (كمية التحرك)"
"5136559","زِرّ ","زر "
"5136562","زَرّاع ","زراع "
"5136563","زِرَاعَة ","زراعة "
"5136564","زِرَاعِيّ ","زراعي "
"5136565","زَرَافَة ","زرافة "
"5136566","زَرّاقة ","زراقة "
"5136567","زَرَد ","زرد "
"5136568","زَرَدة (في سِلْسِلة)","زردة (في سلسلة)"
"5136569","زَرَدِيَّة ","زردية "
"5136570","زَرَّرَ ","زرر "
"5136571","زُرْزُور (عُصفور صغير)","زرزور (عصفور صغير)"
"5136572","زَرْع ","زرع "
"5136573","زَرَعَ ","زرع "
"5136574","زَرْعة ","زرعة "
"5136576","زَرْق ","زرق "
"5136577","زُرْقة ","زرقة "
"5136578","زَرْنِيخ ","زرنيخ "
"5136579","زَرِيّ ","زري "
"5136582","زَرِيبَة ","زريبة "
"5136584","زَرِيعة ","زريعة "
"5136585","زَعامَة ","زعامة "
"5136586","زَعْزَعة (تحريكٌ أو تقدُّمٌ ضَئيلٌ سريعٌ ومُتَكَرِّر)","زعزعة (تحريك أو تقدم ضئيل سريع ومتكرر)"
"5136587","زَعْفَران ","زعفران "
"5136588","زَعَقَ ","زعق "
"5136589","زَعْقَة ","زعقة "
"5136590","زَعْم ","زعم "
"5136592","زَعَمَ ","زعم "
"5136593","زِعْنِفة السَّمك ","زعنفة السمك "
"5136594","زَعُوط ","زعوط "
"5136595","زَعيق ","زعيق "
"5136596","زَعيم ","زعيم "
"5136598","زَغَب ","زغب "
"5136599","زَغْزَغَ ","زغزغ "
"5136600","زِفَاف ","زفاف "
"5136601","زِفْت ","زفت "
"5136602","زَفَرَ ","زفر "
"5136603","زَفِير ","زفير "
"5136604","زَفْرَة ","زفرة "
"5136605","زُقَاق ","زقاق "
"5136606","الزَّقْزَاق (طَائِر)","الزقزاق (طائر)"
"5136607","زَكَاة ","زكاة "
"5136608","زُكَام ","زكام "
"5136609","زَكَّى ","زكى "
"5136610","زَلَّ ","زل "
"5136611","زَلابِيَة ","زلابية "
"5136612","زَلاَّجَة ","زلاجة "
"5136613","الزُّلال (مادّة)","الزلال (مادة)"
"5136614","زَلَّة ","زلة "
"5136615","زَلَّت (قَدَمُه)","زلت (قدمه)"
"5136616","زَلَجَ (الباب)","زلج (الباب)"
"5136617","زِلْزَال (زَلْزَلَة)","زلزال (زلزلة)"
"5136618","زَلْزاليّ ","زلزالي "
"5136619","زَلِق ","زلق "
"5136620","زَلَقَ ","زلق "
"5136621","زَلْقَة جَانِبِيَّة ","زلقة جانبية "
"5136622","زَمَّ ","زم "
"5136623","زِمام ","زمام "
"5136625","زَمَان ","زمان "
"5136627","زَمانيّ ","زماني "
"5136628","زُمّج الماء (طائر)","زمج الماء (طائر)"
"5136629","زَمْجَر ","زمجر "
"5136630","زَمَّرَ ","زمر "
"5136631","زُمْرَة ","زمرة "
"5136634","زُمُرُّد ","زمرد "
"5136635","زَمَن ","زمن "
"5136639","زَمِيل ","زميل "
"5136641","زِنًا ","زنا "
"5136642","زُنَّار ","زنار "
"5136643","زُنْبُرُك ","زنبرك "
"5136644","الزَّنبق ","الزنبق "
"5136646","زُنْبُور ","زنبور "
"5136647","زِنَة ","زنة "
"5136648","الزَّنْجَبِيل (نَبَات)","الزنجبيل (نبات)"
"5136649","زَنْجُور ","زنجور "
"5136650","زِنْجِيّ ","زنجي "
"5136651","زَنِخ ","زنخ "
"5136652","زَنْد البُنْدُقِيَّة ","زند البندقية "
"5136653","زِنْزَانَة ","زنزانة "
"5136655","زَنَقَ ","زنق "
"5136656","زَنْقَة ","زنقة "
"5136657","زِنْك ","زنك "
"5136658","زَهّار ","زهار "
"5136659","زَهَّدَ بِـ ","زهد بـ "
"5136660","الزُّهْرَة (كَوكَبٌ سيَّار بينَ عُطارِد والأرض)","الزهرة (كوكب سيار بين عطارد والأرض)"
"5136661","زَهَّرَ ","زهر "
"5136662","زَهْرُ الطَّاولة ","زهر الطاولة "
"5136663","زَهْر القُرُنْفُل ","زهر القرنفل "
"5136664","زَهْرَة ","زهرة "
"5136676","زَهْرِيّ ","زهري "
"5136678","زَهْرِيَّة ","زهرية "
"5136679","زَهْلَجَ ","زهلج "
"5136680","زَهْو ","زهو "
"5136681","زُهُوّ (ضيائي)","زهو (ضيائي)"
"5136682","زُهَيْرَة (مِن زَهرةٍ مُرَكَّبة)","زهيرة (من زهرة مركبة)"
"5136683","زَهِيد ","زهيد "
"5136685","زوائِد ","زوائد "
"5136686","زَوَاج ","زواج "
"5136687","الزواحِف ","الزواحف "
"5136688","زَوَال ","زوال "
"5136689","زَوْبَعَة ","زوبعة "
"5136691","زَوَّجَ ","زوج "
"5136692","زَوْج ","زوج "
"5136696","زَوْجات (جمع زَوْجَة)","زوجات (جمع زوجة)"
"5136697","الزَّوْجَان (الزوج والزوجة)","الزوجان (الزوج والزوجة)"
"5136698","زَوْجَان (ذكر وأنثى)","زوجان (ذكر وأنثى)"
"5136699","زَوْجَة ","زوجة "
"5136707","زَوجيّ ","زوجي "
"5136708","زَوَّدَ ","زود "
"5136713","زَوْر ","زور "
"5136714","زَوَّرَ ","زور "
"5136715","زُوْر ","زور "
"5136716","زَوْرَق ","زورق "
"5136720","زَوْرَقيُّ الشَّكْل ","زورقي الشكل "
"5136721","زَوَّمَ (حَرَّكَ عدسةَ الكاميرا لِتَكبير الصورة أو تَصغيرِها)","زوم (حرك عدسة الكاميرا لتكبير الصورة أو تصغيرها)"
"5136722","زِيّ ","زي "
"5136724","زيَادَة ","زيادة "
"5136727","زيَارَة ","زيارة "
"5136730","زَيَّتَ ","زيت "
"5136731","زَيْت ","زيت "
"5136737","الزَّيْتُون (ثَمَر)","الزيتون (ثمر)"
"5136739","زَيْتُونيّ ","زيتوني "
"5136740","زَيْتِيّ ","زيتي "
"5136741","الزَّيْزَفون (شَجَرَة)","الزيزفون (شجرة)"
"5136742","زَيَّفَ ","زيف "
"5136743","زَيْلُوفون (= آلة موسيقية)","زيلوفون (= آلة موسيقية)"
"5136744","زَيَّنَ ","زين "
"5136745","زِينة ","زينة "
"5136746","زِينِيّ (للزِّينة)","زيني (للزينة)"
"5136747","سَ ","س "
"5136748","سَأَلَ ","سأل "
"5136750","سَأَم ","سأم "
"5136751","سُؤَال ","سؤال "
"5136753","سَئِمٌ ","سئم "
"5136754","سَاءَ ","ساء "
"5136755","سائِب ","سائب "
"5136756","سائِح ","سائح "
"5136757","سائِد ","سائد "
"5136758","سائِر ","سائر "
"5136759","سَائِغ ","سائغ "
"5136760","سائِق ","سائق "
"5136763","سَائِل ","سائل "
"5136764","سَاءَلَ نَفْسَه ","ساءل نفسه "
"5136765","سائليّ ","سائلي "
"5136766","ساب (انسابَ)","ساب (انساب)"
"5136767","سابِح (من السوابح)","سابح (من السوابح)"
"5136768","السّابِق ","السابق "
"5136769","سَابَقَ ","سابق "
"5136770","سَابِق ","سابق "
"5136775","سابقًا ","سابقا "
"5136776","سَابِقة ","سابقة "
"5136777","سابِل ","سابل "
"5136778","ساتِل ","ساتل "
"5136779","ساتان (نسيج حَرِيريّ مَصْقُول)","ساتان (نسيج حريري مصقول)"
"5136780","ساحَ ","ساح "
"5136781","سَاحات ","ساحات "
"5136782","سَاحَة ","ساحة "
"5136786","سَاحِر (صِفَة)","ساحر (صفة)"
"5136787","سَاحِر (اسم)","ساحر (اسم)"
"5136788","سَاحِرَة ","ساحرة "
"5136789","ساحِق ","ساحق "
"5136790","سَاحِل ","ساحل "
"5136791","سَاحِلِيّ ","ساحلي "
"5136792","سَاخِر ","ساخر "
"5136794","سَاخِط ","ساخط "
"5136795","ساخِن ","ساخن "
"5136796","سَادَ ","ساد "
"5136797","سادٌّ ","ساد "
"5136798","سَادِن ","سادن "
"5136799","سادِنَة ","سادنة "
"5136800","سَاديّ ","سادي "
"5136801","السّاديَّة ","السادية "
"5136802","ساذَج ","ساذج "
"5136803","سَارٌّ ","سار "
"5136805","سَارٍ ","سار "
"5136806","سَارَ ","سار "
"5136820","سَارَعَ ","سارع "
"5136821","سَارِق ","سارق "
"5136824","ساري المفْعُول ","ساري المفعول "
"5136825","سَاريَة (العَلَم)","سارية (العلم)"
"5136826","سَاسَ ","ساس "
"5136827","سَاطَ ","ساط "
"5136828","سَاطِع ","ساطع "
"5136829","سَاطُور ","ساطور "
"5136830","ساعٍ ","ساع "
"5136832","ساعات العَمَل ","ساعات العمل "
"5136833","سَاعَاتي ","ساعاتي "
"5136834","السَّاعة ","الساعة "
"5136836","ساعَة (قياس زمني)","ساعة (قياس زمني)"
"5136842","سَاعِد ","ساعد "
"5136843","سَاعَدَ ","ساعد "
"5136847","سافَة ","سافة "
"5136848","سَافَرَ ","سافر "
"5136856","سافِر ","سافر "
"5136857","سافِط ","سافط "
"5136858","سافِل ","سافل "
"5136859","سَاقَ (عربة، إلخ)","ساق (عربة، إلخ)"
"5136860","ساقٌ (اسم)","ساق (اسم)"
"5136862","سَاقٍ في حَانَة ","ساق في حانة "
"5136863","ساقِيَة ","ساقية "
"5136865","ساكِب ","ساكب "
"5136866","ساكِت ","ساكت "
"5136867","سَاكِن ","ساكن "
"5136868","سَاكِن (اسم)","ساكن (اسم)"
"5136869","سَالَ ","سال "
"5136874","سَالِب ","سالب "
"5136876","سالِبيَّة التأيُّن ","سالبية التأين "
"5136877","سَالِف ","سالف "
"5136878","سَالِك ","سالك "
"5136879","سَالِم ","سالم "
"5136880","السَّالْمون (سمك)","السالمون (سمك)"
"5136881","سَامّ ","سام "
"5136882","سامَ (حَدَّدَ السِّعرَ أو اسْتَفْسَر عن السِّعر)","سام (حدد السعر أو استفسر عن السعر)"
"5136884","سامٍ ","سام "
"5136885","سَامَحَ ","سامح "
"5136886","سامِع ","سامع "
"5136887","سَامِق ","سامق "
"5136888","سانِح ","سانح "
"5136889","سانِحة ","سانحة "
"5136890","سَانَدَ ","ساند "
"5136891","سَانِدَة ","ساندة "
"5136892","سَاهِر ","ساهر "
"5136893","سَاهَم في ","ساهم في "
"5136894","ساوَق ","ساوق "
"5136895","سَاوَمَ ","ساوم "
"5136896","سَاوَى ","ساوى "
"5136897","سَايرَ ","ساير "
"5136898","سَبَّ ","سب "
"5136899","سِبَاب ","سباب "
"5136900","سُبَات ","سبات "
"5136901","سِبَاتي (في وَرَق اللَّعب)","سباتي (في ورق اللعب)"
"5136902","سَبَّاح ","سباح "
"5136903","السِّباحة ","السباحة "
"5136904","سِبَاحَة ","سباحة "
"5136906","سُباعيّ ","سباعي "
"5136907","سِبَاق ","سباق "
"5136909","سَبَّاك ","سباك "
"5136910","سِبَاكَة ","سباكة "
"5136911","سَبَانِخ ","سبانخ "
"5136912","سَبَب ","سبب "
"5136917","سَبَّبَ ","سبب "
"5136921","سَببِيّ ","سببي "
